"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","bienesInformaticos","uid-1778103162740-amzs2t","S/C","EQUIPO MULTIFUNCIONAL LÁSER MONOCROMÁTICO",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-06 21:32:48.935004"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","bienesInformaticos","uid-1778103162740-itidyi","S/C","COMPUTADORA DE ESCRITORIO MEDIO RENDIMIENTO WINDOWS",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-06 21:32:48.935004"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","bienesInformaticos","uid-1778103162740-wcx3hs","S/C","UNIDAD DE ENERGÍA ININTERRUMPIDA TIPO 3. INTERACTIVO, CAPACIDAD DE 500 VA/300 WATSS.",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-06 21:32:48.935004"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-0p6k0z","531.385.1080","ESTERILIZADOR CON VAPOR AUTOGENERADO PARA DENTAL Y MAXILOFACIAL",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-132dnb","S/C","CÁMARA INTRAORAL DIGITAL.",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-1oe9s6","537.480.0042","PIEZA DE MANO DE ALTA VELOCIDAD",NULL,1,"",NULL,"mantenimiento preventivo","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-6le0d5","531.341.2305","UNIDAD RADIOLÓGICA DENTAL INCLUYE SENSOR DIGITAL INTRAORAL (RADIOVISIÓGRAFO)",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-8lli15","437.480.0034","PIEZA DE MANO DE BAJA VELOCIDAD CON CONTRAÁNGULO",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-e5nxia","531.562.0020","LÁMPARA DE FOTOCURADO DE RESINAS Y CEMENTOS FOTOPOLIMERIZABLES",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-eig84s","531.786.0079","REVELADOR MANUAL DE PLACAS DENTALES",2,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-f60jgs","531.291.0028","UNIDAD ESTOMATOLÓGICA CON MÓDULO INTEGRADO",NULL,1,"",NULL,"requiere mantenimiento preventivo","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-jw6jzs","515.957.0109","UNIDAD ULTRASÓNICA ESTOMATOLÓGICA",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-lgsnm8","S/C","TINA ULTRASÓNICA PARA ESTOMATOLOGÍA",NULL,0,"",NULL,"no se cuenta con la tina","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-m2k4y6","531.291.0424","UNIDAD ESTOMATOLÓGICA PORTÁTIL *",NULL,0,"",NULL,"no se cuenta con la unidad portatil","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-rs70im","531.695.0061","PORTA MANDIL",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-utfv1w","531.032.0055","MEZCLADOR DE CÁPSULAS DENTALES, TIPO DOSIFICADOR-AMALGAMADOR (MEZCLA CÁPSULAS DE CEMENTO DE IONÓMERO DE VIDRIO Y OTROS CEMENTOS PREDOSIFICADOS EN CÁPSULAS) 4000 RPM",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","equipo","uid-1778103647684-wcfx04","531.601.0056","MANDIL EMPLOMADO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-05-06 21:40:54.058316"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-1l3iy0","537.251.0015","CURETA MC CALL DERECHA E IZQUIERDA. JUEGO.",0,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-b5tyks","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",2,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-baanmh","S/C","CAJA METALICA CON TAPA PARA INSTRUMENTAL 20 X 10 X 4.5 CM",1,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-bf4acu","537.327.0551","ELEVADOR APICAL FLOHR MANGO METALICO BRAZO ANGULAR EXTREMO FINO CORTO DERECHO",1,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-bzzniw","537.327.0700","ELEVADOR APICAL FLOHR MANGO METALICO BRAZO ANGULAR EXTREMO FINO CORTO IZQUIERDO",1,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-grvtdm","537.151.0016","BOTA FRESA BRODEN: ADITAMIENTO PARA PIEZA DE MANO DE ALTA VELOCIDAD",1,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-m3wr5m","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",0,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-nesyyj","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",3,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-oqb3jj","535.137.0035","BISTURÍ QUIRÚRGICO. MANGO N° 3, CON ESCALA",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-q0z10h","537.147.0017","BUDINERA DE ACERO INOXIDABLE 25 X 16 CM Y 700 ML.",0,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-qt8r7s","537.251.0098","CURETA CK-6 DE DOBLE EXTREMO",10,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-ra6if8","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",1,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-t12qs2","537.105.0179","BISTURÍ GOLDMAN FOX. NO.7",1,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418629-w24c0n","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",5,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-06xtn8","537.426.0221","FÓRCEPS NO.101",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-2tefzs","537.327.2664","ELEVADOR BEIN CON MANGO METALICO RECTO ACALANADO DE 4MM.",3,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-5ryvvx","537.409.0531","EXPLORADOR DE UNA PIEZA CON DOBLE EXTREMO NO.5",NULL,3,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-6eevus","537.426.0015","FÓRCEPS DENTAL TIPO KLEIN, INFANTIL No. 151 1/2 S",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-6g75ne","537.397.0150","EXCAVADOR TIPO WHITE No.5",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-dlczsp","537.426.0171","FÓRCEPS NO.17",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-eftdp8","537.397.0168","EXCAVADOR TIPO WHITE No.17",NULL,5,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-ezaf1c","537.426.0189","FÓRCEPS NO. 151",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-fvb4b6","537.327.2813","ELEVADOR SELDIN DE BANDERA IZQUIERDA HOJA PEQUEÑA",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-htzdc1","537.383.0081","ESPEJO DENTAL ROSCA SENCILLA PLANO SIN AUMENTO NO.5",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-inqt7j","537.327.1534","ELEVADOR SELDIN DE BANDERA DERECHO HOJA GRANDE",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-lri3q2","537.327.0957","ELEVADOR TIPO CRYER WHITE DE BANDERA DERECHO HOJA PEQUEÑA",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-n30hxc","537.327.1104","ELEVADOR TIPO CRYER WHITE DE BANDERA IZQUIERDO HOJA PEQUEÑA",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-p7qxra","537.370.0128","ESPÁTULA PARA RESINA, DE PLÁSTICO, DOBLE PUNTA",NULL,0,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-pej4w9","537.370.0029","ESPÁTULA METÁLICA No.3 DOBLE EXTREMO (RECTANGULAR Y PUNTA LANZA)",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-uq093w","537.327.2805","ELEVADOR SELDIN DE BANDERA DERECHO HOJA PEQUEÑA",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-v0gf6y","537.327.1609","ELEVADOR SELDIN DE BANDERA IZQUIERDO HOJA GRANDE",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","instrumental","uid-1778517418630-vkni96","537.426.0197","FÓRCEPS NO.150",NULL,1,"",NULL,"","#FFFFFF",False,"2026-05-11 16:36:59.147303"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430850-e5vcmx","070.707.0496","PELÍCULA RADIOGRÁFICA, DENTAL ADULTO, MEDIDAS: EN UN RANGO DE 3 A 3.5 CM POR 4 A 4.5 CM. CAJA CON 150 PELÍCULAS1",1,NULL,"2028-03-02",661,"","#E8F9F0",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430850-rywrow","010.000.0267.00","LIDOCAÍNA, EPINEFRINA. SOLUCIÓN INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1,NULL,"2026-09-30",142,"","#FDE2E5",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430850-skmlac","S/C","BENZOCAÍNA 20% GEL, FRASCO 30 g",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430851-4hgqeg","S/C","MEPIVACAÍNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430851-orv1rj","070.426.0363","SOLUCIÓN PARA FIJADO PARA SISTEMA MANUAL DE FIJADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.817.0550)1",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430851-rj7xmi","070.817.0550","SOLUCIÓN PARA REVELADO PARA SISTEMA MANUAL DE REVELADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.426.0363)1",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","insumos","uid-1778518430851-s6vr37","070.707.0587","PELÍCULA RADIOGRÁFICA INFANTIL SENCILLA PERIAPICAL DE 2.2 * 3.5 CM. CAJA CON 100 PELÍCULAS1",0,NULL,"",NULL,"","#FFFFFF",False,"2026-05-11 16:54:22.592925"
"VZIM006151","Hospital de la Comunidad de Llano de en medio","mobiliario","uid-1778103084516-2ip1jy","511.232.0022","CESTO DE PAPELES",1,NULL,"",NULL,"en buen estado","#FFFFFF",False,"2026-05-06 21:31:30.8689"
